fare_id,route_id
0,17445532
1,17445672
2,17511052
3,17511191
4,17515510
5,17518939
6,17581799
7,17607753
8,17608042
9,17608045
10,17608051
11,17608055
12,17608077
13,17608110
14,17619994
15,17620010
16,17626535
17,17633924
18,17633927
19,17633932
20,17633933
21,17633936
22,17633938
23,17634339
24,17634360
25,17636285
26,17636304
27,17636305
28,17636328
29,17636366
30,17636375
31,17636635
32,17642932
33,17643025
34,17643070
35,17644902
36,17644912
37,17644947
38,17653490
39,17653560
40,17653636
41,17654231
42,17654414
43,17658187
44,17658190
45,17658204
46,17658205
47,17658212
48,17658213
49,17658215
50,17658252
51,17658522
52,17658549
53,17658550
54,17658558
55,17658664
56,17658669
57,17659504
58,17659544
59,17664509
60,17664511
61,17664629
62,17664645
63,17664646
64,17664647
65,17664648
66,17664649
67,17664775
68,17664776
69,17664787
70,17664788
71,17664789
72,17664790
73,17664791
74,17664792
75,17664793
76,17664794
77,17664795
78,17664821
79,17664822
80,17664823
81,17664824
82,17664825
83,17664826
84,17664827
85,17664828
86,17664829
87,17664830
88,17664831
89,17664971
90,17664972
91,17664973
92,17664974
93,17664975
94,17664977
95,17664978
96,17664981
97,17664982
98,17664983
99,17664984
100,17664985
101,17664986
102,17664987
103,17664988
104,17677829
105,17677911
106,17678105
107,17679511
108,17681083
109,17683264
110,17683265
111,17683266
112,17683267
113,17683268
114,17683269
115,17683270
116,17683271
117,17683272
118,17683273
119,17683274
120,17684885
121,17684886
122,17684887
123,17684888
124,17684889
125,17684890
126,17684891
127,17684893
128,17684894
129,17684907
130,17686763
131,17687840
132,17687934
133,17687963
134,17687966
135,17687967
136,17687970
137,17688012
138,17688013
139,17688014
140,17688015
141,17688016
142,17688017
143,17688018
144,17688019
145,17688020
146,17688021
147,17688022
148,17688023
149,17688024
150,17688025
151,17688026
152,17688027
153,17688028
154,17688029
155,17688030
156,17688031
157,17688038
158,17688039
159,17688040
160,17688041
161,17688044
162,17688045
163,17688046
164,17688047
165,17688048
166,17688049
167,17688050
168,17688051
169,17688052
170,17688053
171,17688054
172,17688055
173,17688056
174,17688057
175,17688058
176,17688059
177,17688060
178,17688061
179,17688062
180,17688063
181,17688064
182,17688065
183,17688066
184,17688180
185,17688206
186,17688207
187,17688208
188,17688209
189,17688210
190,17688229
191,17775694
